rowid,rec_url,rec_compiledRelease_ocid,rec_compiledRelease_date,rec_compiledRelease_tender_id,rec_compiledRelease_tender_title,rec_compiledRelease_tender_procuringEntity_name,rec_compiledRelease_tender_mainProcurementCategoryDetails,rec_compiledRelease_tender_statusDetails,rec_compiledRelease_tender_procuringEntity_id,rec_compiledRelease_tender_procurementMethodDetails,rec_compiledRelease_tender_id_tenderPeriod_durationInDays,rec_compiledRelease_tender_id_tenderPeriod_startDate,rec_compiledRelease_tender_id_tenderPeriod_endDate,recrel_url,recrel_id,recrel_tender_id,recrel_tender_statusDetails,recrel_tender_awardCriteria,recrel_tender_awardCriteriaDetails,recrel_tender_mainProcurementCategory,recrel_tender_mainProcurementCategoryDetails,recrel_tender_additionalProcurementCategories,recrel_tender_hasEnquiries,recrel_tender_value_amount,recrel_tender_value_currency,recrel_tender_awardPeriod_startDate,recrel_tender_procuringEntity_id,recrel_tender_procuringEntity_name
10,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-367988-1,2021-03-26T09:00:06-04:00,367988-adquisicion-medicamentos-varios-dggies-msp-bs-1,ADQUISICION DE MEDICAMENTOS VARIOS -DGGIES-MSP-BS,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,367988-adquisicion-medicamentos-varios-dggies-msp-bs-1,3.0,2020-09-18T08:00:00-04:00,2020-09-21T08:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/367988-adquisicion-medicamentos-varios-dggies-msp-bs-1-1616749206,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/367988-adquisicion-medicamentos-varios-dggies-msp-bs-1-1616749206,367988-adquisicion-medicamentos-varios-dggies-msp-bs-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,535758550324,PYG,2020-09-23T09:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
11,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-387363-1,2021-03-23T08:03:31-04:00,387363-estacion-oxigeno-centro-salud-irala-fernandez-covid-19-1,ESTACION DE OXIGENO DEL CENTRO DE SALUD DE IRALA FERNANDEZ - COVID-19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",En Convocatoria (Abierta),DNCP-SICP-CODE-306,387363-estacion-oxigeno-centro-salud-irala-fernandez-covid-19-1,139.0,2020-11-23T16:08:39-04:00,2021-04-12T08:20:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/387363-estacion-oxigeno-centro-salud-irala-fernandez-covid-19-1-1616486611,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/387363-estacion-oxigeno-centro-salud-irala-fernandez-covid-19-1-1616486611,387363-estacion-oxigeno-centro-salud-irala-fernandez-covid-19-1,En Convocatoria (Abierta),priceOnly,Por Total,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,274495948,PYG,2021-04-12T08:30:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
12,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-384400-1,2021-03-22T08:57:08-04:00,384400-adquisicion-kits-viveres-personas-distrito-laureles-1,ADQUISICION DE KITS DE VIVERES PARA PERSONAS DEL DISTRITO DE LAURELES,Municipalidad de Laureles,Bienes - Productos Alimenticios,Adjudicada,DNCP-SICP-CODE-152,384400-adquisicion-kits-viveres-personas-distrito-laureles-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/384400-adquisicion-kits-viveres-personas-distrito-laureles-1-1616403428,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/384400-adquisicion-kits-viveres-personas-distrito-laureles-1-1616403428,384400-adquisicion-kits-viveres-personas-distrito-laureles-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Productos Alimenticios,,False,66000000,PYG,2020-08-03T12:15:00-04:00,DNCP-SICP-CODE-152,Municipalidad de Laureles
13,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-388920-2,2021-03-19T10:22:45-04:00,388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-2do-llamado-3,ADQUISICION DE ALMUERZO ESCOLAR PARA INSTITUCIONES EDUCATIVAS DE ALTOS 2DO LLAMADO,Municipalidad de Altos,"Servicios - Servicios de ceremonial, gastronomico y funerarios",En Evaluacion (Cerrada),DNCP-SICP-CODE-266,388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-2do-llamado-3,11.0,2021-03-05T11:37:46-04:00,2021-03-17T07:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-2do-llamado-3-1616149365.18021,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-2do-llamado-3-1616149365.18021,388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-2do-llamado-3,En Evaluacion (Cerrada),priceOnly,Por Total,services,"Servicios - Servicios de ceremonial, gastronomico y funerarios",,False,432831390,PYG,2021-03-17T07:30:00-04:00,DNCP-SICP-CODE-266,Municipalidad de Altos
14,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-388920-1,2021-03-19T10:22:45-04:00,388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-1,ADQUISICION DE ALMUERZO ESCOLAR PARA INSTITUCIONES EDUCATIVAS DE ALTOS,Municipalidad de Altos,"Servicios - Servicios de ceremonial, gastronomico y funerarios",Desierta,DNCP-SICP-CODE-266,388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-1,10.0,2021-01-07T10:08:45-04:00,2021-01-18T07:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-1-1616149365.18021,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-1-1616149365.18021,388920-adquisicion-almuerzo-escolar-instituciones-educativas-altos-1,Desierta,priceOnly,Por Total,services,"Servicios - Servicios de ceremonial, gastronomico y funerarios",,False,432831390,PYG,2021-01-18T07:30:00-04:00,DNCP-SICP-CODE-266,Municipalidad de Altos
15,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-386397-1,2021-03-18T09:41:23-04:00,386397-adquisicion-medicamentos-enfermedades-cronicas-otros-alta-rotacion-mspybs-covid-19-1,ADQUISICION DE MEDICAMENTOS PARA ENFERMEDADES CRONICAS Y OTROS DE ALTA ROTACION PARA EL MSPYBS - COVID-19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,386397-adquisicion-medicamentos-enfermedades-cronicas-otros-alta-rotacion-mspybs-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386397-adquisicion-medicamentos-enfermedades-cronicas-otros-alta-rotacion-mspybs-covid-19-1-1616060483.74337,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/386397-adquisicion-medicamentos-enfermedades-cronicas-otros-alta-rotacion-mspybs-covid-19-1-1616060483.74337,386397-adquisicion-medicamentos-enfermedades-cronicas-otros-alta-rotacion-mspybs-covid-19-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,92517645210,PYG,2020-12-10T09:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
16,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-388664-1,2021-03-18T09:32:07-04:00,388664-adquisicion-medicamentos-e-insumos-instituto-nacional-nefrologia-mspybs-covid-19-1, ADQUISICION DE MEDICAMENTOS E INSUMOS PARA EL INSTITUTO NACIONAL DE NEFROLOGIA - MSPYBS - COVID 19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,388664-adquisicion-medicamentos-e-insumos-instituto-nacional-nefrologia-mspybs-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/388664-adquisicion-medicamentos-e-insumos-instituto-nacional-nefrologia-mspybs-covid-19-1-1616059927.2226,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/388664-adquisicion-medicamentos-e-insumos-instituto-nacional-nefrologia-mspybs-covid-19-1-1616059927.2226,388664-adquisicion-medicamentos-e-insumos-instituto-nacional-nefrologia-mspybs-covid-19-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,46618402200,PYG,2020-12-23T12:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
17,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-387685-1,2021-03-16T16:57:51-04:00,387685-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1,"ADQUISICIÓN DE ELEMENTOS DE PREVENCION DE CONTAGIO VIRAL COVID-19, DE HIGIENE PARA EL INGRESO A LOS LOCALES DE LA SET DEL MH",Subsecretaria de Estado de Tributación (SET) / Ministerio de Hacienda,Bienes - Elementos e insumos de limpieza,Adjudicada,DNCP-SICP-CODE-1805,387685-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1,8.0,2020-11-25T16:04:10-04:00,2020-12-04T10:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/387685-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1-1615913871.41241,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/387685-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1-1615913871.41241,387685-adquisicion-elementos-prevencion-contagio-viral-covid-19-higiene-ingreso-locales-set-1,Adjudicada,priceOnly,Por Item,goods,Bienes - Elementos e insumos de limpieza,,True,33718404,PYG,2020-12-04T10:15:00-04:00,DNCP-SICP-CODE-1805,Subsecretaria de Estado de Tributación (SET) / Ministerio de Hacienda
18,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385576-1,2021-03-09T15:30:14-04:00,385576-adquisicion-insumos-cardio-cirugia-hemodinamia-hospital-san-jorge-mspybs-covid-19-1,ADQUISICION DE INSUMOS PARA CARDIO CIRUGIA Y HEMODINAMIA PARA EL HOSPITAL SAN JORGE-MSPYBS-COVID-19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,385576-adquisicion-insumos-cardio-cirugia-hemodinamia-hospital-san-jorge-mspybs-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385576-adquisicion-insumos-cardio-cirugia-hemodinamia-hospital-san-jorge-mspybs-covid-19-1-1615303814.58122,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385576-adquisicion-insumos-cardio-cirugia-hemodinamia-hospital-san-jorge-mspybs-covid-19-1-1615303814.58122,385576-adquisicion-insumos-cardio-cirugia-hemodinamia-hospital-san-jorge-mspybs-covid-19-1,Adjudicada,priceOnly,Por Lote,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,23052666882,PYG,2020-11-25T11:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
19,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382440-1,2021-03-08T12:24:52-04:00,382440-adquisicion-medicamentos-puesto-salud-juan-pablo-ii-via-exepcion-1,"ADQUISICIÓN DE MEDICAMENTOS PARA EL PUESTO DE SALUD JUAN PABLO II, POR VIA DE LA EXEPCION",Gobierno Departamental de Amambay (AMAMBAY),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-87,382440-adquisicion-medicamentos-puesto-salud-juan-pablo-ii-via-exepcion-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382440-adquisicion-medicamentos-puesto-salud-juan-pablo-ii-via-exepcion-1-1615206292.42966,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382440-adquisicion-medicamentos-puesto-salud-juan-pablo-ii-via-exepcion-1-1615206292.42966,382440-adquisicion-medicamentos-puesto-salud-juan-pablo-ii-via-exepcion-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,273492755,PYG,2020-04-13T10:00:00-04:00,DNCP-SICP-CODE-87,Gobierno Departamental de Amambay (AMAMBAY)
20,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382253-1,2021-03-08T12:22:12-04:00,382253-mantenimiento-reacondicionamiento-ripiado-caminos-rurales-acceso-instituciones-educa-1,"Mantenimiento, Reacondicionamiento y Ripiado de Caminos Rurales y Acceso a Instituciones Educativas",Municipalidad de Simón Bolivar,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",Adjudicada,DNCP-SICP-CODE-84,382253-mantenimiento-reacondicionamiento-ripiado-caminos-rurales-acceso-instituciones-educa-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382253-mantenimiento-reacondicionamiento-ripiado-caminos-rurales-acceso-instituciones-educa-1-1615206132,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382253-mantenimiento-reacondicionamiento-ripiado-caminos-rurales-acceso-instituciones-educa-1-1615206132,382253-mantenimiento-reacondicionamiento-ripiado-caminos-rurales-acceso-instituciones-educa-1,Adjudicada,priceOnly,Por Total,services,"Servicios - Servicios de Limpiezas, Mantenimientos y reparaciones menores y mayores de Instalaciones, Maquinarias y Vehículos",,False,166000000,PYG,2020-03-27T07:05:00-04:00,DNCP-SICP-CODE-84,Municipalidad de Simón Bolivar
21,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385766-1,2021-03-07T20:20:40-04:00,385766-adquisicion-camas-electricas-balanza-covid19-1,ADQUISICION DE CAMAS ELECTRICAS CON BALANZA - COVID19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,385766-adquisicion-camas-electricas-balanza-covid19-1,3.0,2020-11-20T08:00:00-04:00,2020-11-23T08:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385766-adquisicion-camas-electricas-balanza-covid19-1-1615148440,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385766-adquisicion-camas-electricas-balanza-covid19-1-1615148440,385766-adquisicion-camas-electricas-balanza-covid19-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,3705000000,PYG,2020-11-24T10:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
22,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382306-1,2021-03-05T09:02:27-04:00,382306-adquisicion-reactivos-e-insumos-1,ADQUISICION DE REACTIVOS E INSUMOS,Petróleos Paraguayos (PETROPAR),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-179,382306-adquisicion-reactivos-e-insumos-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382306-adquisicion-reactivos-e-insumos-1-1614934947,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382306-adquisicion-reactivos-e-insumos-1-1614934947,382306-adquisicion-reactivos-e-insumos-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,1376563220,PYG,2020-03-30T12:00:00-04:00,DNCP-SICP-CODE-179,Petróleos Paraguayos (PETROPAR)
23,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-383884-1,2021-03-04T17:49:19-04:00,383884-adquisicion-medicamentos-contingencia-respiratoria-covid-19-1,ADQUISICION DE MEDICAMENTOS PARA CONTINGENCIA RESPIRATORIA - COVID-19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,383884-adquisicion-medicamentos-contingencia-respiratoria-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383884-adquisicion-medicamentos-contingencia-respiratoria-covid-19-1-1614880159,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/383884-adquisicion-medicamentos-contingencia-respiratoria-covid-19-1-1614880159,383884-adquisicion-medicamentos-contingencia-respiratoria-covid-19-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,73816722403,PYG,2020-08-19T09:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
24,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382478-1,2021-03-03T09:57:11-04:00,382478-instalacion-bocas-gases-medicos-sala-azul-oro-hospital-gral-luque-covid19-msp-bs-1,INSTALACION DE BOCAS DE GASES MEDICOS EN LA SALA AZUL Y ORO DEL HOSPITAL GRAL. DE LUQUE - COVID19- MSP Y BS,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,382478-instalacion-bocas-gases-medicos-sala-azul-oro-hospital-gral-luque-covid19-msp-bs-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382478-instalacion-bocas-gases-medicos-sala-azul-oro-hospital-gral-luque-covid19-msp-bs-1-1614765431,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382478-instalacion-bocas-gases-medicos-sala-azul-oro-hospital-gral-luque-covid19-msp-bs-1-1614765431,382478-instalacion-bocas-gases-medicos-sala-azul-oro-hospital-gral-luque-covid19-msp-bs-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,130290000,PYG,2020-04-15T12:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
25,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382183-1,2021-02-24T15:25:06-04:00,382183-adquisicion-insumos-basicos-contingencia-covid-19-1,ADQUISICION DE INSUMOS BASICOS PARA LA CONTINGENCIA COVID-19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,382183-adquisicion-insumos-basicos-contingencia-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382183-adquisicion-insumos-basicos-contingencia-covid-19-1-1614180306.74283,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382183-adquisicion-insumos-basicos-contingencia-covid-19-1-1614180306.74283,382183-adquisicion-insumos-basicos-contingencia-covid-19-1,Adjudicada,priceOnly,Por Lote,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,877200000,PYG,2020-03-26T12:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
26,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382247-1,2021-02-23T09:58:24-04:00,382247-cve-n-32-20-adquisicion-equipos-biomedicos-urgencia-impostergable-contingencia-coron-1,CVE Nº 32-20 ADQUISICION DE EQUIPOS BIOMEDICOS POR URGENCIA IMPOSTERGABLE PARA LA CONTINGENCIA CONTRA EL CORONA VIRUS PARA EL IPS,Instituto de Previsión Social (IPS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-157,382247-cve-n-32-20-adquisicion-equipos-biomedicos-urgencia-impostergable-contingencia-coron-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382247-cve-n-32-20-adquisicion-equipos-biomedicos-urgencia-impostergable-contingencia-coron-1-1614074304.07481,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382247-cve-n-32-20-adquisicion-equipos-biomedicos-urgencia-impostergable-contingencia-coron-1-1614074304.07481,382247-cve-n-32-20-adquisicion-equipos-biomedicos-urgencia-impostergable-contingencia-coron-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,5140000000,PYG,2020-03-26T12:00:00-04:00,DNCP-SICP-CODE-157,Instituto de Previsión Social (IPS)
27,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-382262-1,2021-02-19T11:23:01-04:00,382262-adquisicion-mascarillas-proteccion-dinac-marco-emergencia-sanitaria-covid-19-1,ADQUISICION DE MASCARILLAS DE PROTECCION PARA LA DINAC EN EL MARCO DE EMERGENCIA SANITARIA COVID-19,Dirección Nacional de Aeronáutica Civil (DINAC),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-178,382262-adquisicion-mascarillas-proteccion-dinac-marco-emergencia-sanitaria-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382262-adquisicion-mascarillas-proteccion-dinac-marco-emergencia-sanitaria-covid-19-1-1613733781.16168,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/382262-adquisicion-mascarillas-proteccion-dinac-marco-emergencia-sanitaria-covid-19-1-1613733781.16168,382262-adquisicion-mascarillas-proteccion-dinac-marco-emergencia-sanitaria-covid-19-1,Adjudicada,priceOnly,Por Total,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,False,119960000,PYG,2020-03-27T09:30:00-04:00,DNCP-SICP-CODE-178,Dirección Nacional de Aeronáutica Civil (DINAC)
28,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385575-1,2021-02-15T16:52:45-04:00,385575-adquisicion-tomografo-mspbs-covid-19-1,ADQUISICION DE TOMOGRAFO PARA EL MSPBS - COVID-19,Ministerio de Salud Pública y Bienestar Social (MSPBS),"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",Adjudicada,DNCP-SICP-CODE-306,385575-adquisicion-tomografo-mspbs-covid-19-1,1.0,2020-11-18T08:00:00-04:00,2020-11-19T08:00:00-04:00,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385575-adquisicion-tomografo-mspbs-covid-19-1-1613407965,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385575-adquisicion-tomografo-mspbs-covid-19-1-1613407965,385575-adquisicion-tomografo-mspbs-covid-19-1,Adjudicada,priceOnly,Por Item,goods,"Bienes - Equipos, Productos e instrumentales Médicos y de Laboratorio. Servicios asistenciales de salud",services,True,7138133370,PYG,2020-11-23T10:00:00-04:00,DNCP-SICP-CODE-306,Ministerio de Salud Pública y Bienestar Social (MSPBS)
29,https://contrataciones.gov.py/datos/api/v3/doc/search/processes?tender.procurementMethodRationale=covid-19&page=1&items_per_page=1000,ocds-03ad3f-385663-1,2021-02-11T13:03:32-04:00,385663-contruccion-columbario-municipal-marco-emergencia-sanitaria-covid-19-1,CONTRUCCIÓN DE COLUMBARIO MUNICIPAL EN EL MARCO DE EMERGENCIA SANITARIA POR COVID-19,Municipalidad de Lambaré,"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",Adjudicada,DNCP-SICP-CODE-99,385663-contruccion-columbario-municipal-marco-emergencia-sanitaria-covid-19-1,,,,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385663-contruccion-columbario-municipal-marco-emergencia-sanitaria-covid-19-1-1613048612.23638,https://www.contrataciones.gov.py/datos/api/v3/doc/ocds/releases/id/385663-contruccion-columbario-municipal-marco-emergencia-sanitaria-covid-19-1-1613048612.23638,385663-contruccion-columbario-municipal-marco-emergencia-sanitaria-covid-19-1,Adjudicada,priceOnly,Por Total,works,"Obras - Construcción, Restauración, Reconstrucción o Remodelación y Reparación de Inmuebles",works,False,153381150,PYG,2020-10-01T10:30:00-04:00,DNCP-SICP-CODE-99,Municipalidad de Lambaré
